rank,tripid,cityname_corrected,origin,dest,mean_trip_dist,mean_notraffic,mean_rush_hour,rush_vs_freeflow_diff,rush_vs_freeflow_pct,p90_rush_hour,p90_vs_freeflow
13676,304182911,Windsor,"42.311523,-82.87249","42.29908,-83.01943",15.8,15.2,17.82,2.62,17.21,19.57,4.365625000000003
13677,303907850,London,"42.939514,-81.270546","42.98072,-81.181625",13.0,16.71,19.33,2.62,15.68,19.97,3.2603508771929803
13678,13262500,Winnipeg,"49.895237,-97.13652","49.80824,-97.11489",10.8,16.04,18.66,2.62,16.34,19.85,3.81313725490196
13679,49191160,Windsor,"42.24573,-82.99094","42.323902,-83.014244",12.3,15.7,18.31,2.61,16.62,19.18,3.477222222222222
13680,101538581,Kitchener-Cambridge-Waterloo,"43.4688,-80.51249","43.42144,-80.51798",14.5,12.76,15.37,2.61,20.46,17.29,4.5338095238095235
13681,101630790,Vancouver,"49.245785,-123.10133","49.137634,-123.094124",16.1,17.38,19.99,2.61,15.01,23.56,6.1830303030303035
13682,13242750,Kitchener-Cambridge-Waterloo,"43.426178,-80.5118","43.510895,-80.54991",20.3,16.66,19.28,2.61,15.69,20.6,3.9398148148148167
13683,303858521,Hamilton,"43.18834,-79.84404","43.231876,-79.91511",11.4,13.23,15.84,2.61,19.73,17.91,4.674999999999997
13684,201355641,Toronto,"43.651657,-79.707054","43.526577,-79.657616",26.9,21.26,23.87,2.61,12.26,26.6,5.340555555555557
13685,303864991,Hamilton,"43.20886,-79.80353","43.231377,-79.87288",12.1,12.67,15.28,2.61,20.62,18.01,5.340384615384615
13686,201304950,Montreal,"45.544765,-73.759674","45.48149,-73.76345",12.4,16.51,19.12,2.61,15.81,20.39,3.8775000000000013
13687,303977750,Oshawa,"43.87011,-78.83742","43.915386,-78.939384",13.3,15.26,17.87,2.61,17.13,19.83,4.574848484848486
13688,304141480,Vancouver,"49.330654,-123.04743","49.277374,-122.98872",10.6,14.2,16.82,2.61,18.4,21.89,7.6895454545454545
13689,101659031,Winnipeg,"49.892803,-97.25497","49.89413,-97.126564",11.6,18.13,20.74,2.61,14.4,23.28,5.157500000000002
13690,304036631,Saskatoon,"52.141014,-106.72827","52.1309,-106.62871",11.2,13.27,15.88,2.61,19.64,16.1,2.8299999999999983
13691,13242690,Kitchener-Cambridge-Waterloo,"43.430416,-80.51558","43.518112,-80.49876",18.6,16.96,19.57,2.61,15.41,20.53,3.5736842105263165
13692,303873870,Hamilton,"43.256138,-79.920944","43.21837,-79.80147",24.9,19.53,22.15,2.61,13.39,24.8,5.269047619047619
13693,304215101,Winnipeg,"49.918674,-97.01842","49.93282,-97.12828",11.7,15.95,18.56,2.61,16.39,19.94,3.9964583333333312
13694,303782851,Calgary,"50.910336,-113.93736","51.05126,-113.98234",25.2,21.5,24.11,2.61,12.12,25.83,4.334166666666668
13695,431122641,Toronto,"43.83385,-79.342606","43.86491,-79.42793",11.2,13.39,16.01,2.61,19.51,17.76,4.365196078431373
13696,201274740,Edmonton,"53.449978,-113.46873","53.47103,-113.40109",11.4,12.57,15.18,2.61,20.73,16.19,3.619523809523807
13697,101539090,Kitchener-Cambridge-Waterloo,"43.42817,-80.527596","43.448112,-80.43627",11.0,11.17,13.78,2.61,23.37,14.55,3.386666666666665
13698,51180561,Calgary,"51.01312,-114.07416","51.16077,-114.13855",33.4,27.25,29.87,2.61,9.58,32.34,5.085652173913047
13699,101651120,Windsor,"42.284096,-83.0081","42.31838,-82.83713",18.8,17.01,19.61,2.6,15.28,22.66,5.644841269841265
13700,201268760,Calgary,"51.1276,-114.167046","51.151943,-114.08293",10.9,13.71,16.31,2.6,18.95,17.12,3.4061111111111124
13701,304007101,Ottawa,"45.409714,-75.709404","45.454525,-75.59954",15.0,17.84,20.44,2.6,14.59,21.84,3.9981578947368455
13702,14167111,Hamilton,"43.229126,-79.68096","43.255634,-79.86258",18.1,18.24,20.84,2.6,14.25,20.88,2.6386956521739116
13703,201358711,Toronto,"43.839657,-79.48527","43.852287,-79.33592",17.3,13.63,16.23,2.6,19.06,16.77,3.1425925925925924
13704,303786561,Calgary,"51.022335,-113.98852","51.07435,-113.92638",13.6,15.41,18.01,2.6,16.88,19.57,4.156249999999998
13705,304187540,Windsor,"42.30492,-83.047585","42.321423,-82.8615",20.7,20.65,23.25,2.6,12.57,24.0,3.3466666666666676
13706,303791671,Calgary,"51.04889,-114.02457","51.07823,-113.93633",10.5,13.67,16.26,2.6,19.01,17.71,4.047948717948719
13707,304133641,Vancouver,"49.191067,-122.8023","49.263485,-122.81294",11.0,14.21,16.81,2.6,18.29,19.1,4.889999999999999
13708,303961951,Montreal,"45.69748,-73.657364","45.74446,-73.617195",10.3,13.14,15.74,2.6,19.79,16.81,3.67090909090909
13709,431057071,Kitchener-Cambridge-Waterloo,"43.50445,-80.52869","43.440636,-80.55884",10.8,15.43,18.03,2.6,16.88,18.89,3.4579629629629647
13710,431106841,St. Catharines-Niagara,"43.151722,-79.26922","43.09916,-79.19653",15.0,14.68,17.28,2.6,17.73,20.8,6.1168055555555565
13711,431079021,Montreal,"45.54473,-73.753006","45.568085,-73.91829",19.7,18.56,21.16,2.6,13.99,23.45,4.891666666666666
13712,303989410,Ottawa,"45.433327,-75.62254","45.43911,-75.788025",18.9,24.25,26.85,2.6,10.7,28.02,3.762280701754385
13713,303910031,London,"42.962887,-81.26265","42.93474,-81.179565",12.5,13.25,15.85,2.6,19.6,16.77,3.5185714285714287
13714,304190961,Windsor,"42.322437,-82.87318","42.299843,-83.02527",17.5,16.86,19.46,2.6,15.42,20.05,3.193055555555553
13715,201263601,Calgary,"50.983444,-113.97925","50.962692,-114.044136",10.7,12.29,14.89,2.6,21.15,17.57,5.273717948717948
13716,303958730,Montreal,"45.632458,-73.76105","45.569286,-73.7916",13.9,16.68,19.28,2.6,15.56,20.16,3.47871794871795
13717,201373931,Toronto,"43.819843,-79.38605","43.800026,-79.49557",15.3,12.5,15.1,2.6,20.83,16.65,4.146666666666665
13718,101518671,Halifax,"44.70398,-63.610023","44.644653,-63.578438",11.0,15.76,18.36,2.6,16.48,20.09,4.33102564102564
13719,304109580,Toronto,"43.755405,-79.47737","43.76557,-79.5735",14.2,17.88,20.48,2.6,14.53,21.35,3.4725
13720,304179641,Windsor,"42.31279,-82.87146","42.259453,-83.01291",16.3,15.55,18.15,2.6,16.72,19.63,4.0796078431372536
13721,49182791,Ottawa,"45.421093,-75.69712","45.346046,-75.73309",13.1,17.72,20.31,2.6,14.67,22.05,4.334999999999997
13722,101519401,Halifax,"44.683964,-63.539642","44.64123,-63.580154",13.6,17.31,19.91,2.6,15.03,20.54,3.235185185185184
13723,13252670,Quebec,"46.81339,-71.217026","46.814327,-71.348175",13.5,14.66,17.26,2.6,17.71,19.27,4.613333333333333
13724,303865081,Hamilton,"43.259636,-79.80902","43.213615,-79.704994",12.4,10.29,12.89,2.6,25.25,14.04,3.754696969696969
13725,431042430,Edmonton,"53.456722,-113.55696","53.51774,-113.47903",14.7,19.22,21.81,2.59,13.49,23.15,3.9297101449275367
13726,101571780,Oshawa,"43.892876,-78.84497","43.916126,-78.953804",16.5,16.15,18.73,2.59,16.02,19.48,3.3329411764705874
13727,101529860,Hamilton,"43.247883,-79.84988","43.222122,-79.7328",11.2,16.93,19.51,2.59,15.28,20.83,3.9065217391304365
13728,14168241,Hamilton,"43.22362,-79.66448","43.248634,-79.84679",23.0,20.04,22.63,2.59,12.92,25.5,5.46509803921569
13729,101531111,Hamilton,"43.229877,-79.74722","43.240383,-79.85331",12.5,17.67,20.27,2.59,14.67,21.78,4.100641025641025
13730,101598671,Saskatoon,"52.18419,-106.63008","52.113403,-106.63592",12.5,14.47,17.07,2.59,17.92,18.66,4.190438596491228
13731,201311431,Montreal,"45.63942,-73.646034","45.594036,-73.733925",11.9,12.04,14.63,2.59,21.51,16.26,4.222179487179485
13732,303861670,Hamilton,"43.179577,-79.81177","43.261387,-79.96798",23.1,24.87,27.46,2.59,10.43,28.64,3.773148148148149
13733,201306471,Montreal,"45.625977,-73.6838","45.642063,-73.58458",13.5,16.58,19.17,2.59,15.63,22.44,5.857500000000002
13734,101656401,Winnipeg,"49.89966,-97.222694","49.89745,-97.12931",10.5,18.45,21.03,2.59,14.03,22.58,4.13051282051282
13735,303800041,Calgary,"50.973503,-114.00637","51.03896,-114.02148",12.1,11.52,14.1,2.59,22.46,15.01,3.490000000000002
13736,101526181,Hamilton,"43.193344,-79.80147","43.251137,-79.84713",11.6,15.73,18.32,2.59,16.49,20.31,4.582222222222221
13737,303842581,Halifax,"44.648804,-63.638863","44.672493,-63.55269",15.5,17.51,20.11,2.59,14.82,21.12,3.607777777777777
13738,201361771,Toronto,"43.45335,-79.65624","43.567387,-79.74757",20.0,19.32,21.91,2.59,13.39,27.51,8.18769841269841
13739,303894460,Kitchener-Cambridge-Waterloo,"43.42518,-80.48777","43.470543,-80.58424",14.5,16.86,19.45,2.59,15.37,20.97,4.111666666666665
13740,303799920,Calgary,"50.991226,-114.05512","50.920074,-113.98268",15.1,13.59,16.17,2.59,19.03,19.25,5.663461538461538
13741,101535911,Kitchener-Cambridge-Waterloo,"43.489723,-80.52897","43.422935,-80.50253",15.4,13.47,16.05,2.59,19.21,19.78,6.309242424242424
13742,101587780,Quebec,"46.81574,-71.206726","46.79036,-71.17068",30.5,29.63,32.22,2.59,8.75,33.93,4.301515151515151
13743,101523781,Halifax,"44.66761,-63.66839","44.6405,-63.570198",12.3,20.05,22.63,2.59,12.9,25.55,5.501428571428573
13744,13249521,Ottawa,"45.350872,-75.62117","45.42152,-75.69739",17.7,16.87,19.45,2.58,15.3,20.48,3.6159523809523826
13745,431099010,Quebec,"46.80493,-71.1645","46.750183,-71.237976",13.7,13.67,16.25,2.58,18.85,20.0,6.329166666666666
13746,101657150,Winnipeg,"49.89745,-97.13","49.85895,-97.0294",11.7,15.86,18.44,2.58,16.24,20.13,4.262564102564101
13747,303882281,Kitchener-Cambridge-Waterloo,"43.452103,-80.47129","43.398243,-80.45962",10.9,11.96,14.53,2.58,21.56,15.44,3.4811111111111117
13748,101658480,Winnipeg,"49.89546,-97.12794","49.955135,-97.16227",11.1,17.65,20.23,2.58,14.63,21.22,3.56862745098039
13749,201355011,Toronto,"43.81935,-79.35137","43.806465,-79.476",15.0,11.44,14.02,2.58,22.57,16.22,4.778974358974359
13750,101573630,Ottawa,"45.420074,-75.707","45.49184,-75.65241",13.1,16.67,19.25,2.58,15.47,21.5,4.825606060606063
13751,304030330,Quebec,"46.854023,-71.26509","46.891575,-71.18201",11.3,12.47,15.05,2.58,20.7,16.58,4.106249999999999
13752,431144140,Winnipeg,"49.871124,-97.29891","49.844585,-97.215614",12.0,15.61,18.19,2.58,16.5,19.15,3.540000000000001
13753,42269421,Winnipeg,"49.90052,-97.134514","49.96618,-97.173256",10.7,17.25,19.83,2.58,14.98,20.67,3.4200000000000017
13754,101584891,Ottawa,"45.492805,-75.67198","45.420074,-75.7046",13.2,15.54,18.13,2.58,16.61,20.76,5.216249999999997
13755,303856350,Hamilton,"43.21912,-79.7486","43.20836,-79.83649",12.1,14.54,17.12,2.58,17.71,18.67,4.1253623188405815
13756,201366081,Toronto,"43.758877,-79.58792","43.671776,-79.62706",22.4,21.52,24.1,2.58,12.0,25.47,3.948809523809526
13757,304196040,Winnipeg,"49.952263,-97.05618","49.861385,-97.03696",17.0,17.0,19.58,2.58,15.19,21.95,4.949019607843137
13758,13241280,Kitchener-Cambridge-Waterloo,"43.42917,-80.514206","43.518612,-80.5015",19.4,17.57,20.14,2.57,14.65,21.89,4.32
13759,303987511,Ottawa,"45.43983,-75.668205","45.347492,-75.75438",16.7,18.84,21.4,2.57,13.63,24.93,6.09
13760,101527851,Hamilton,"43.197098,-79.90412","43.250385,-79.84473",11.5,18.87,21.44,2.57,13.65,23.86,4.997592592592593
13761,303875390,Hamilton,"43.263138,-79.8667","43.23563,-79.6892",17.8,19.32,21.89,2.57,13.32,24.43,5.116666666666667
13762,303892351,Kitchener-Cambridge-Waterloo,"43.414207,-80.54545","43.39126,-80.44657",13.4,14.92,17.5,2.57,17.25,19.17,4.244444444444442
13763,304116360,Toronto,"43.680218,-79.58689","43.63899,-79.51308",16.2,15.88,18.45,2.57,16.2,19.32,3.4459523809523827
13764,303875211,Hamilton,"43.218117,-79.878716","43.18834,-79.776405",10.9,11.86,14.43,2.57,21.64,15.69,3.827898550724637
13765,303884130,Kitchener-Cambridge-Waterloo,"43.405228,-80.50665","43.43266,-80.42803",10.7,11.26,13.83,2.57,22.84,15.06,3.7990000000000013
13766,42248071,Kitchener-Cambridge-Waterloo,"43.45571,-80.43321","43.39899,-80.440735",12.2,13.64,16.21,2.57,18.82,17.55,3.9069230769230767
13767,303894030,Kitchener-Cambridge-Waterloo,"43.479015,-80.534805","43.439888,-80.47713",12.0,11.43,13.99,2.57,22.47,16.21,4.781944444444443
13768,304187740,Windsor,"42.235565,-82.9748","42.324978,-82.943214",15.6,17.23,19.8,2.57,14.92,21.51,4.284629629629631
13769,201372821,Toronto,"43.820587,-79.57247","43.722164,-79.661736",21.7,16.59,19.15,2.57,15.48,19.67,3.0835416666666653
13770,201374731,Toronto,"43.672024,-79.73624","43.53803,-79.69607",27.6,21.29,23.87,2.57,12.09,24.37,3.072222222222223
13771,13242240,Kitchener-Cambridge-Waterloo,"43.424183,-80.50871","43.50915,-80.54957",19.6,16.39,18.96,2.57,15.69,21.11,4.727916666666665
13772,304013451,Quebec,"46.80023,-71.362595","46.878433,-71.1669",21.8,18.76,21.33,2.57,13.73,24.04,5.283333333333331
13773,14173160,Quebec,"46.809628,-71.22355","46.85261,-71.41238",19.9,20.65,23.22,2.57,12.44,24.53,3.881249999999998
13774,303789641,Calgary,"51.07284,-114.11177","51.061623,-114.2182",17.0,16.88,19.45,2.57,15.2,20.35,3.4666666666666686
13775,304196630,Winnipeg,"49.860058,-97.109055","49.863598,-97.22098",11.1,17.3,19.88,2.57,14.87,20.45,3.1437254901960827
13776,201269111,Calgary,"51.09139,-114.14576","51.05817,-114.17288",11.7,14.6,17.17,2.57,17.59,18.37,3.7634920634920626
13777,53809561,Ottawa,"45.417988,-75.69979","45.326015,-75.72245",14.9,19.47,22.03,2.57,13.18,23.62,4.156884057971016
13778,303893761,Kitchener-Cambridge-Waterloo,"43.43316,-80.54751","43.410217,-80.46511",12.9,14.11,16.68,2.57,18.23,18.54,4.432843137254903
13779,201305790,Montreal,"45.52745,-73.7559","45.584904,-73.71573",15.7,15.09,17.66,2.57,17.04,18.5,3.4141025641025635
13780,13261710,Windsor,"42.28181,-83.0081","42.323963,-82.903046",13.2,11.24,13.79,2.56,22.74,16.08,4.84710144927536
13781,201369621,Toronto,"43.80523,-79.46055","43.764084,-79.54535",15.5,14.36,16.92,2.56,17.8,18.09,3.725833333333332
13782,13241530,Kitchener-Cambridge-Waterloo,"43.425426,-80.51249","43.514378,-80.50116",18.4,17.42,19.98,2.56,14.7,21.68,4.256159420289855
13783,101507491,Calgary,"50.973934,-113.99882","51.048027,-114.049286",13.0,16.24,18.8,2.56,15.76,19.92,3.676379310344828
13784,303936761,Montreal,"45.6519,-73.57703","45.74566,-73.59694",22.6,21.64,24.2,2.56,11.83,26.79,5.145757575757578
13785,304012060,Quebec,"46.813858,-71.28432","46.85097,-71.41478",15.0,13.04,15.6,2.56,19.63,17.34,4.301515151515154
13786,101529891,Hamilton,"43.226624,-79.68096","43.247135,-79.84335",16.8,17.97,20.54,2.56,14.26,23.22,5.244202898550725
13787,53818880,Saskatoon,"52.0978,-106.6421","52.15739,-106.65385",14.8,13.53,16.09,2.56,18.88,16.6,3.0689583333333346
13788,101571850,Oshawa,"43.908463,-78.85081","43.86318,-78.922905",10.8,11.75,14.31,2.56,21.82,15.07,3.321428571428571
13789,303821910,Edmonton,"53.521885,-113.58031","53.437912,-113.57722",12.2,15.49,18.06,2.56,16.55,20.95,5.452222222222222
13790,101501140,Calgary,"51.04414,-114.059586","51.01024,-113.97307",10.8,13.26,15.82,2.56,19.33,17.19,3.934420289855071
13791,201316021,Montreal,"45.46777,-73.78096","45.544044,-73.78027",15.5,16.54,19.1,2.56,15.49,21.84,5.300490196078435
13792,303881430,Kitchener-Cambridge-Waterloo,"43.5094,-80.511116","43.463318,-80.58905",10.4,15.78,18.34,2.56,16.21,19.66,3.878235294117646
13793,13241761,Kitchener-Cambridge-Waterloo,"43.5094,-80.535835","43.425426,-80.49773",17.5,15.56,18.12,2.56,16.43,21.78,6.22017543859649
13794,304000010,Ottawa,"45.427788,-75.67404","45.346287,-75.75472",14.7,15.0,17.56,2.56,17.08,19.5,4.501190476190475
13795,304180981,Windsor,"42.306698,-82.92399","42.25437,-82.99677",13.7,12.96,15.52,2.56,19.76,16.2,3.244561403508772
13796,101533370,Kitchener-Cambridge-Waterloo,"43.42468,-80.49944","43.48474,-80.52588",16.2,14.13,16.69,2.56,18.08,18.7,4.569298245614034
13797,201315710,Montreal,"45.574093,-73.89426","45.45597,-73.89563",33.9,28.08,30.64,2.56,9.11,32.63,4.549166666666668
13798,304190041,Windsor,"42.239124,-83.007416","42.308983,-83.06029",10.5,12.78,15.35,2.56,20.05,16.07,3.2857575757575734
13799,303891241,Kitchener-Cambridge-Waterloo,"43.394253,-80.43421","43.474777,-80.49292",14.7,13.16,15.72,2.56,19.46,17.73,4.571428571428571
13800,303974281,Oshawa,"43.90005,-78.7921","43.90277,-78.916725",14.6,15.51,18.07,2.56,16.54,18.3,2.791666666666668
13801,13237110,Edmonton,"53.54433,-113.499626","53.610374,-113.396286",13.0,20.66,23.22,2.56,12.4,24.28,3.6196428571428534
13802,304204651,Winnipeg,"49.94718,-97.15746","49.910496,-97.024254",15.4,20.33,22.89,2.56,12.6,24.04,3.714561403508771
13803,303894210,Kitchener-Cambridge-Waterloo,"43.43565,-80.45481","43.489975,-80.4888",13.8,11.82,14.37,2.55,21.62,15.77,3.957592592592592
13804,303787121,Calgary,"50.97545,-113.9971","50.996628,-114.03452",10.5,13.22,15.77,2.55,19.29,16.78,3.5666666666666647
13805,101597230,Saskatoon,"52.11024,-106.630424","52.181873,-106.66029",13.6,14.43,16.99,2.55,17.7,18.15,3.717500000000003
13806,13251871,Quebec,"46.90096,-71.19505","46.811745,-71.21428",15.2,16.41,18.97,2.55,15.56,20.43,4.015185185185185
13807,303998520,Ottawa,"45.432606,-75.63456","45.358833,-75.63284",12.6,12.82,15.37,2.55,19.86,16.77,3.94166666666667
13808,304106210,Toronto,"43.36406,-79.79872","43.61215,-79.74997",40.5,27.23,29.78,2.55,9.37,31.27,4.033950617283949
13809,101649240,Windsor,"42.28613,-83.00776","42.318886,-82.87077",15.2,14.21,16.76,2.55,17.98,17.83,3.624117647058826
13810,304179531,Windsor,"42.233784,-82.97343","42.314316,-82.91403",14.5,16.81,19.36,2.55,15.18,20.93,4.121666666666666
13811,13248051,Oshawa,"43.91019,-78.98093","43.89609,-78.86214",18.1,14.6,17.16,2.55,17.5,19.38,4.781034482758622
13812,53772190,Calgary,"51.162495,-114.13306","51.02214,-114.13059",30.3,21.63,24.18,2.55,11.81,25.58,3.9564814814814824
13813,101528710,Hamilton,"43.246384,-79.84713","43.22312,-79.93811",11.8,15.95,18.5,2.55,15.98,19.3,3.3520987654320997
13814,101591941,Quebec,"46.878433,-71.25067","46.811977,-71.21462",12.3,17.95,20.5,2.55,14.19,22.53,4.579206349206352
13815,304013370,Quebec,"46.863647,-71.1899","46.823727,-71.315216",12.7,11.87,14.41,2.55,21.47,16.82,4.950000000000003
13816,101649281,Windsor,"42.31711,-82.836784","42.28232,-83.0057",17.7,15.32,17.87,2.55,16.65,18.4,3.080392156862743
13817,45581741,Montreal,"45.5873,-73.56163","45.7006,-73.658394",18.2,17.85,20.4,2.55,14.29,21.49,3.6374999999999957
13818,13241400,Kitchener-Cambridge-Waterloo,"43.42867,-80.516266","43.519108,-80.50459",19.6,17.52,20.07,2.55,14.55,21.85,4.326296296296295
13819,12315301,Edmonton,"53.57472,-113.452934","53.54127,-113.502716",10.4,12.52,15.07,2.55,20.38,16.24,3.721153846153845
13820,14184571,Windsor,"42.30873,-82.81241","42.278255,-82.99128",17.5,16.14,18.7,2.55,15.81,20.67,4.524242424242427
13821,201312111,Montreal,"45.44802,-73.43489","45.5147,-73.412575",16.5,17.75,20.3,2.55,14.35,23.01,5.260000000000002
13822,201375400,Vancouver,"49.204975,-122.876114","49.13876,-122.933105",11.4,10.05,12.6,2.55,25.42,13.71,3.660000000000002
13823,304104161,Toronto,"43.7973,-79.20477","43.8711,-79.23121",14.8,17.39,19.94,2.55,14.66,21.93,4.536666666666669
13824,14173641,Quebec,"46.846745,-71.411","46.81245,-71.21977",18.8,16.54,19.09,2.55,15.42,20.87,4.32719298245614
13825,47259421,Quebec,"46.80639,-71.21701","46.8782,-71.26784",12.1,16.45,18.99,2.55,15.48,20.95,4.502380952380953
13826,431051140,Hamilton,"43.222622,-79.665855","43.248913,-79.81735",15.4,13.83,16.38,2.55,18.44,17.81,3.9838461538461534
13827,304161670,Vancouver,"49.212826,-122.8562","49.230988,-122.839035",11.8,13.08,15.62,2.54,19.43,17.54,4.46535087719298
13828,14184451,Windsor,"42.305683,-82.82683","42.280796,-83.00604",16.4,14.84,17.39,2.54,17.13,18.7,3.8566666666666656
13829,14168321,Hamilton,"43.226624,-79.672035","43.24163,-79.85571",20.3,19.3,21.84,2.54,13.19,22.54,3.244761904761905
13830,201373690,Toronto,"43.8508,-79.53711","43.76582,-79.658646",20.5,16.25,18.8,2.54,15.64,21.13,4.878703703703703
13831,201364880,Toronto,"43.778214,-79.51891","43.712738,-79.58552",17.5,16.11,18.65,2.54,15.78,19.82,3.7063492063492056
13832,101650170,Windsor,"42.27927,-82.997116","42.317867,-82.98819",10.9,14.29,16.83,2.54,17.8,17.82,3.5303030303030294
13833,48151931,Ottawa,"45.440327,-75.68303","45.48438,-75.666145",11.2,13.12,15.65,2.54,19.35,19.8,6.680641025641027
13834,201317361,Montreal,"45.6435,-73.50699","45.64926,-73.609985",15.9,14.99,17.53,2.54,16.95,19.82,4.8351851851851855
13835,304108050,Toronto,"43.845352,-79.537796","43.69139,-79.70362",27.3,19.31,21.85,2.54,13.18,23.39,4.085833333333333
13836,304118371,Toronto,"43.671776,-79.78842","43.69462,-79.6662",16.3,16.27,18.81,2.54,15.59,20.11,3.835000000000001
13837,431147550,Winnipeg,"49.881744,-97.291016","49.814766,-97.188286",14.4,18.44,20.98,2.54,13.76,23.09,4.651666666666667
13838,201263061,Calgary,"51.12049,-114.13889","51.088585,-114.18902",11.0,15.18,17.72,2.54,16.74,18.17,2.9882539682539697
13839,101571741,Oshawa,"43.8758,-78.87862","43.90104,-78.85458",10.0,9.65,12.19,2.54,26.36,13.12,3.4766666666666666
13840,304005131,Ottawa,"45.36993,-75.64211","45.455006,-75.593704",17.2,17.97,20.51,2.54,14.12,22.7,4.724117647058826
13841,304184841,Windsor,"42.31863,-82.87077","42.242172,-83.030075",21.3,17.68,20.22,2.54,14.39,21.11,3.430263157894739
13842,431030930,Calgary,"51.05234,-114.11005","50.988564,-114.07403",10.9,10.87,13.4,2.54,23.36,15.17,4.299999999999999
13843,201373480,Toronto,"43.85303,-79.31086","43.845108,-79.47188",16.1,13.37,15.91,2.54,18.98,16.71,3.3356060606060627
13844,304094450,Toronto,"43.681957,-79.74276","43.752926,-79.77984",11.9,15.02,17.56,2.54,16.91,20.43,5.4173913043478255
13845,13251550,Quebec,"46.819027,-71.21565","46.812683,-71.348175",13.8,15.08,17.62,2.53,16.8,19.31,4.223333333333331
13846,303851380,Halifax,"44.66761,-63.64985","44.67469,-63.55475",12.4,14.34,16.87,2.53,17.67,19.03,4.6969696969696955
13847,201261871,Calgary,"50.916393,-114.004654","50.91358,-114.1104",10.8,15.04,17.56,2.53,16.79,18.37,3.3305555555555557
13848,45579490,Montreal,"45.65766,-73.549904","45.663643,-73.58421",15.6,19.95,22.48,2.53,12.69,24.78,4.82924242424242
13849,201317030,Montreal,"45.6351,-73.60243","45.623577,-73.502525",15.3,20.33,22.86,2.53,12.44,24.49,4.158717948717946
13850,101586671,Quebec,"46.814095,-71.31899","46.815975,-71.20947",11.7,14.67,17.2,2.53,17.25,20.72,6.053333333333333
13851,13262280,Windsor,"42.283844,-83.01085","42.323452,-82.902016",13.7,11.88,14.41,2.53,21.3,15.57,3.6883333333333326
13852,101531720,Hamilton,"43.249134,-79.84644","43.225124,-79.94257",11.8,16.32,18.84,2.53,15.49,19.86,3.5475925925925935
13853,47249781,Hamilton,"43.340977,-80.1801","43.257385,-79.9285",27.0,27.39,29.92,2.53,9.23,31.17,3.778070175438593
13854,201368930,Toronto,"43.846592,-79.38536","43.81712,-79.52818",21.5,18.08,20.61,2.53,14.0,22.97,4.891923076923078
13855,304011781,Quebec,"46.81832,-71.251015","46.84275,-71.35264",13.4,15.75,18.28,2.53,16.03,20.14,4.386904761904759
13856,101575280,Ottawa,"45.420315,-75.703224","45.383434,-75.60263",13.9,14.63,17.16,2.53,17.29,18.65,4.0140909090909105
13857,101502691,Calgary,"50.987118,-114.03933","51.04112,-114.06199",10.5,13.31,15.84,2.53,18.98,17.62,4.306666666666668
13858,304192591,Windsor,"42.263012,-82.98922","42.313553,-82.937035",13.1,13.25,15.79,2.53,19.1,17.58,4.329365079365083
13859,431052640,Hamilton,"43.23538,-79.90824","43.18815,-79.833626",10.6,10.23,12.75,2.53,24.73,14.83,4.6009090909090915
13860,101510000,Edmonton,"53.54433,-113.50752","53.60467,-113.44435",11.0,17.31,19.84,2.53,14.6,21.46,4.141754385964912
13861,101602570,St. Catharines-Niagara,"43.168056,-79.249405","43.11119,-79.21885",11.3,12.1,14.63,2.53,20.94,15.81,3.7127777777777773
13862,101502650,Calgary,"51.037663,-114.0613","50.99922,-113.98337",10.2,14.16,16.69,2.53,17.83,19.38,5.215072463768115
13863,14184211,Windsor,"42.313553,-82.83026","42.28308,-83.0081",17.0,14.61,17.14,2.53,17.32,18.65,4.041666666666666
13864,101521911,Halifax,"44.65491,-63.484367","44.650024,-63.587364",16.2,20.94,23.47,2.53,12.07,24.95,4.006666666666664
13865,201359040,Toronto,"43.83223,-79.356865","43.822323,-79.48424",13.1,11.24,13.77,2.53,22.47,14.6,3.362105263157895
13866,304143431,Vancouver,"49.275135,-122.87852","49.27536,-123.027176",16.6,16.68,19.2,2.52,15.09,20.71,4.030980392156863
13867,101535281,Kitchener-Cambridge-Waterloo,"43.44338,-80.43009","43.430164,-80.51352",11.6,12.31,14.82,2.52,20.45,16.17,3.862857142857143
13868,101573941,Ottawa,"45.493046,-75.69258","45.420315,-75.69052",12.3,15.98,18.5,2.52,15.79,19.49,3.5129166666666656
13869,201318141,Montreal,"45.52793,-73.92138","45.65166,-73.850655",20.6,21.02,23.54,2.52,11.97,24.65,3.6302469135802475
13870,431039450,Edmonton,"53.434025,-113.54048","53.44022,-113.48742",12.8,11.69,14.21,2.52,21.52,15.61,3.9224999999999994
13871,201308420,Montreal,"45.652622,-73.845505","45.72793,-73.69444",19.7,20.7,23.22,2.52,12.15,25.26,4.557500000000001
13872,101591950,Quebec,"46.809864,-71.22355","46.899784,-71.21153",13.4,17.97,20.49,2.52,14.03,21.27,3.2937499999999993
13873,101536460,Kitchener-Cambridge-Waterloo,"43.421688,-80.52519","43.41595,-80.43799",10.9,10.76,13.28,2.52,23.43,14.4,3.640123456790125
13874,303821420,Edmonton,"53.48901,-113.40487","53.615063,-113.38393",21.8,17.72,20.25,2.52,14.24,21.65,3.9264705882352935
13875,303866740,Hamilton,"43.250633,-79.84404","43.22312,-79.703964",15.6,17.15,19.67,2.52,14.68,21.07,3.915079365079368
