rank,tripid,cityname_corrected,origin,dest,trip_dist,mean_notraffic,mean_rush_hour,rush_vs_freeflow_diff,rush_vs_freeflow_pct,p90_rush_hour,p90_vs_freeflow
1,101617601,Toronto,"43.867138,-79.50793","43.65489,-79.385704",43.0,35.78,62.09,26.31,73.53,69.35,33.564375
2,101610311,Toronto,"43.821083,-79.34588","43.652157,-79.380554",22.8,18.95,40.18,21.22,111.97,51.27,32.31269841269841
3,303928020,Montreal,"45.50147,-73.46785","45.694843,-73.66869",38.5,31.76,51.82,20.06,63.17,67.24,35.481269841269835
4,304101661,Toronto,"43.401985,-79.76679","43.648182,-79.45746",41.1,26.67,45.53,18.86,70.71,54.93,28.255555555555553
5,101636931,Vancouver,"49.299095,-122.79921","49.240627,-123.11095",33.2,35.46,52.34,16.88,47.59,55.8,20.33294117647059
6,304156470,Vancouver,"49.11764,-122.86204","49.22628,-122.941",19.8,21.22,36.23,15.01,70.71,39.31,18.092222222222222
7,14182640,Vancouver,"49.25273,-123.11198","49.236145,-122.90907",18.7,21.92,36.14,14.22,64.86,51.09,29.168650793650794
8,431073181,Montreal,"45.53017,-73.60811","45.704674,-73.618225",29.5,27.1,40.76,13.67,50.43,54.03,26.932083333333335
9,303925231,Montreal,"45.483418,-73.721565","45.472343,-73.61273",10.6,9.62,23.25,13.63,141.72,26.88,17.257916666666667
10,304158710,Vancouver,"49.22897,-122.91182","49.264156,-123.22012",26.8,34.57,47.83,13.26,38.36,50.87,16.295098039215688
11,101549911,Montreal,"45.456932,-73.46064","45.50315,-73.59385",15.7,22.2,35.21,13.01,58.63,37.42,15.223703703703706
12,101608350,Toronto,"43.64843,-79.37678","43.783173,-79.32322",20.7,20.32,32.86,12.54,61.71,41.86,21.53676470588235
13,5272410,Montreal,"45.47114,-73.6965","45.410896,-73.685",13.2,14.05,26.05,12.0,85.45,36.08,22.035185185185178
14,45585900,Montreal,"45.49136,-73.742165","45.49203,-73.63268",14.6,13.48,25.21,11.73,87.05,30.2,16.720370370370375
15,101624031,Toronto,"43.75367,-79.319786","43.652405,-79.379524",16.2,16.04,27.7,11.67,72.76,34.36,18.327999999999996
16,14180541,Vancouver,"49.257435,-122.91216","49.257435,-123.1161",17.9,20.28,31.88,11.6,57.21,35.17,14.89035087719298
17,101627661,Toronto,"43.745235,-79.332146","43.65141,-79.37712",17.2,15.09,26.28,11.19,74.16,33.31,18.221111111111114
18,304132881,Vancouver,"49.239506,-123.02546","49.279613,-122.79303",25.2,22.88,33.1,10.22,44.67,47.54,24.65984126984127
19,303804980,Calgary,"50.992954,-113.98474","51.08427,-114.17597",23.7,22.37,32.42,10.05,44.93,36.54,14.175873015873012
20,101564940,Montreal,"45.505077,-73.59179","45.478844,-73.44656",18.2,25.27,35.19,9.92,39.26,43.87,18.599019607843136
21,201313971,Montreal,"45.478363,-73.749374","45.544044,-73.75075",12.7,15.92,25.53,9.61,60.39,37.5,21.582352941176467
22,14164971,Edmonton,"53.654144,-113.6373","53.543922,-113.50546",17.0,25.1,34.19,9.09,36.2,40.07,14.964583333333337
23,101623841,Toronto,"43.711,-79.31807","43.6529,-79.37884",13.1,16.35,25.39,9.04,55.28,29.73,13.380980392156864
24,304081120,Toronto,"43.870358,-79.2906","43.698093,-79.4966",37.0,24.74,33.65,8.91,36.01,38.39,13.642549019607848
25,101511381,Edmonton,"53.629314,-113.58374","53.542698,-113.503746",15.3,23.03,31.72,8.69,37.73,34.18,11.152222222222221
26,14183240,Vancouver,"49.259453,-123.11884","49.125954,-123.09824",17.5,19.87,28.43,8.55,43.05,36.53,16.65444444444444
27,101554801,Montreal,"45.594036,-73.544754","45.507484,-73.57222",10.5,23.45,31.86,8.4,35.84,34.81,11.358039215686276
28,53804101,Montreal,"45.505947,-73.663284","45.577217,-73.83589",20.6,17.68,25.89,8.21,46.41,37.48,19.80222222222222
29,201357691,Toronto,"43.86318,-79.52406","43.887432,-79.377464",13.8,20.3,28.23,7.94,39.1,30.81,10.51323529411765
30,303997691,Ottawa,"45.416218,-75.61533","45.358833,-75.767426",17.7,12.15,20.06,7.91,65.09,30.93,18.775740740740744
31,13250680,Ottawa,"45.425858,-75.68709","45.36173,-75.77498",12.9,12.06,19.95,7.89,65.42,26.37,14.309259259259264
32,303800211,Calgary,"51.01672,-114.04036","51.145912,-114.068855",19.6,18.75,26.52,7.77,41.42,39.32,20.56907407407408
33,12338811,Toronto,"43.687172,-79.36648","43.644703,-79.3833",11.3,13.8,21.54,7.74,56.11,26.63,12.834166666666668
34,304086991,Toronto,"43.594498,-79.60097","43.607426,-79.71152",14.1,14.9,22.56,7.66,51.4,26.06,11.160416666666666
35,53836151,Toronto,"43.68765,-79.60966","43.72961,-79.52475",10.6,7.73,15.33,7.61,98.43,17.3,9.572549019607845
36,304078660,Toronto,"43.57236,-79.7225","43.73978,-79.75237",24.5,20.41,27.95,7.54,36.96,35.77,15.359166666666667
37,201373070,Toronto,"43.86219,-79.52097","43.882484,-79.36991",13.6,19.47,27.0,7.53,38.67,28.97,9.499999999999996
38,201307231,Montreal,"45.557507,-73.49154","45.58298,-73.54235",11.3,15.5,22.91,7.41,47.78,26.63,11.13137254901961
39,303952610,Montreal,"45.472584,-73.47403","45.52168,-73.5554",13.9,14.22,21.62,7.4,52.0,29.94,15.71719298245614
40,101501211,Calgary,"51.15862,-114.04276","51.03464,-114.05718",21.4,20.75,27.98,7.23,34.84,37.39,16.644791666666666
41,304089371,Toronto,"43.765076,-79.37815","43.745483,-79.252495",13.1,11.54,18.74,7.2,62.35,24.29,12.750196078431372
42,304122951,Toronto,"43.731594,-79.224","43.690895,-79.359955",13.8,20.31,27.49,7.19,35.4,29.58,9.268750000000004
43,201368880,Toronto,"43.568382,-79.75958","43.451855,-79.663795",19.3,16.95,24.12,7.17,42.28,27.65,10.7
44,14166961,Edmonton,"53.655773,-113.630775","53.54413,-113.505806",16.6,24.42,31.54,7.12,29.17,35.91,11.494126984126979
45,303919731,Montreal,"45.516624,-73.77306","45.516865,-73.69135",13.5,16.64,23.75,7.11,42.72,30.02,13.377272727272725
46,431030531,Calgary,"51.03895,-114.07137","51.113163,-114.08053",10.5,15.53,22.63,7.1,45.72,31.46,15.932666666666668
47,304013440,Quebec,"46.850266,-71.329636","46.815975,-71.12364",39.6,29.02,36.1,7.08,24.4,45.18,16.15833333333333
48,304088071,Toronto,"43.38901,-79.768166","43.567886,-79.58586",28.0,19.22,26.25,7.03,36.57,31.64,12.42269841269841
49,304083810,Toronto,"43.71075,-79.70156","43.69263,-79.47634",30.5,22.36,29.38,7.02,31.4,32.08,9.715000000000003
50,304093971,Toronto,"43.587284,-79.57762","43.6529,-79.669975",13.1,15.27,22.27,7.0,45.86,25.15,9.883333333333331
51,49173601,Calgary,"51.07275,-114.05609","50.97069,-114.07641",18.0,16.46,23.36,6.9,41.95,30.12,13.659259259259258
52,304087351,Toronto,"43.696106,-79.61779","43.743004,-79.54157",12.7,14.21,21.11,6.9,48.54,24.78,10.574074074074076
53,101500380,Calgary,"51.049538,-114.05718","50.945606,-114.02834",19.3,17.79,24.69,6.89,38.74,30.78,12.99074074074074
54,53842471,Vancouver,"49.185356,-122.80309","49.254524,-122.74531",17.0,17.28,24.12,6.84,39.59,28.03,10.749259259259262
55,304139231,Vancouver,"49.24018,-122.88401","49.273117,-123.0955",19.6,18.43,25.26,6.83,37.05,26.48,8.050634920634923
56,101501020,Calgary,"51.046947,-114.05581","50.93306,-114.00946",19.9,16.65,23.44,6.8,40.82,27.76,11.112037037037037
57,304075340,Toronto,"43.731346,-79.769196","43.9542,-79.465355",55.7,39.53,46.32,6.79,17.18,50.21,10.682500000000005
58,303786100,Calgary,"51.14182,-114.13752","51.063564,-113.9305",21.3,20.34,27.11,6.77,33.3,31.53,11.192500000000003
59,303859320,Hamilton,"43.250633,-79.83237","43.263386,-79.98583",15.7,24.27,30.94,6.67,27.47,32.75,8.47986111111111
60,13255250,Toronto,"43.650417,-79.379524","43.739532,-79.381584",14.7,20.19,26.84,6.66,32.97,29.0,8.809545454545454
61,304095870,Toronto,"43.870853,-79.51582","43.89238,-79.41351",13.5,17.42,24.01,6.59,37.87,25.72,8.307777777777776
62,14163431,Calgary,"50.907303,-114.060616","51.04047,-114.06199",16.6,19.66,26.23,6.57,33.42,28.95,9.296315789473685
63,53769110,Calgary,"51.156895,-114.09529","51.039223,-114.061455",20.1,20.93,27.49,6.55,31.31,29.11,8.177708333333332
64,304088700,Toronto,"43.832973,-79.430336","43.557934,-79.679245",52.7,33.07,39.6,6.53,19.74,42.75,9.685555555555553
65,101498501,Calgary,"50.90146,-114.05993","51.04479,-114.058556",16.3,18.57,25.09,6.52,35.11,28.34,9.766666666666666
66,303810011,Calgary,"50.98042,-114.028","50.997494,-114.11658",11.3,12.35,18.87,6.51,52.74,23.51,11.155833333333332
67,431113651,Toronto,"43.784527,-79.54192","43.953213,-79.46398",26.3,23.66,30.14,6.48,27.39,32.57,8.906481481481485
68,101561111,Montreal,"45.47379,-73.481926","45.496174,-73.5887",14.2,18.65,25.14,6.48,34.76,28.74,10.090392156862741
69,53837400,Vancouver,"49.217983,-123.01997","49.20186,-123.057495",10.7,14.06,20.52,6.46,45.94,23.85,9.787971014492754
70,304131301,Vancouver,"49.255867,-123.00005","49.23592,-122.90667",10.6,10.38,16.81,6.43,61.91,24.76,14.380000000000003
71,14162071,Calgary,"50.903404,-114.09323","51.0368,-114.052376",17.9,22.78,29.18,6.41,28.13,31.5,8.723529411764705
72,304072301,Toronto,"43.785156,-79.52681","43.881493,-79.45471",15.2,14.61,20.98,6.38,43.65,24.58,9.976086956521742
73,304076680,Toronto,"43.590767,-79.61916","43.4967,-79.64491",16.7,15.56,21.91,6.36,40.86,24.68,9.119615384615383
74,101526811,Hamilton,"43.252384,-79.9721","43.250134,-79.84644",11.1,20.06,26.37,6.31,31.48,29.66,9.606111111111108
75,101587151,Quebec,"46.76261,-71.34955","46.814095,-71.22149",13.2,15.46,21.73,6.27,40.55,26.81,11.35222222222222
76,13240951,Hamilton,"43.258137,-79.9721","43.251637,-79.84919",11.5,18.84,25.08,6.24,33.11,29.0,10.164736842105267
77,303811111,Edmonton,"53.573902,-113.513016","53.47757,-113.45019",17.1,19.99,26.19,6.2,31.03,29.46,9.471666666666668
78,101511361,Edmonton,"53.64173,-113.500656","53.54188,-113.50615",12.5,20.5,26.68,6.18,30.13,28.36,7.856666666666666
79,101531861,Hamilton,"43.259636,-79.9848","43.247883,-79.8461",13.3,21.6,27.75,6.15,28.47,29.48,7.8813333333333375
80,14164511,Edmonton,"53.657604,-113.63421","53.547188,-113.50855",16.3,23.39,29.53,6.14,26.26,33.91,10.517592592592589
81,304098741,Toronto,"43.607426,-79.58964","43.475525,-79.66414",20.6,19.54,25.65,6.11,31.28,27.37,7.824999999999999
82,303982320,Ottawa,"45.472584,-75.773605","45.494972,-75.71696",12.6,9.22,15.32,6.11,66.27,25.53,16.31666666666667
83,13240871,Hamilton,"43.26164,-79.96901","43.249134,-79.84713",11.4,19.43,25.5,6.07,31.26,27.78,8.353125000000002
84,14163740,Calgary,"51.039608,-114.056496","51.167446,-114.11726",23.4,26.08,32.12,6.04,23.17,37.96,11.878888888888888
85,13262771,Winnipeg,"49.80536,-97.11661","49.8959,-97.128624",11.2,16.86,22.84,5.98,35.45,27.03,10.169999999999998
86,304153150,Vancouver,"49.231884,-122.91903","49.25878,-123.01001",12.2,12.78,18.72,5.94,46.49,20.78,8.001754385964913
87,303870820,Hamilton,"43.259136,-79.97038","43.202103,-79.88352",15.9,19.82,25.65,5.83,29.45,28.22,8.404999999999998
88,14165780,Edmonton,"53.54413,-113.50649","53.65496,-113.63318",16.4,23.78,29.6,5.82,24.5,31.34,7.5649019607843115
89,101497911,Calgary,"51.15388,-114.091515","51.03421,-114.055466",21.1,21.98,27.76,5.78,26.3,30.97,8.984210526315792
90,14164851,Edmonton,"53.65618,-113.63249","53.53923,-113.51748",17.3,23.12,28.89,5.77,24.96,31.62,8.509374999999999
91,304013580,Quebec,"46.771313,-71.32311","46.81574,-71.17342",27.0,20.19,25.9,5.71,28.26,31.49,11.29254901960784
92,201315740,Montreal,"45.567844,-73.89082","45.66678,-73.80911",15.4,14.96,20.63,5.67,37.9,27.5,12.53416666666667
93,45560141,Calgary,"51.04248,-114.095024","50.97177,-114.02388",15.9,15.62,21.29,5.67,36.27,25.79,10.16964912280702
94,303921970,Montreal,"45.55174,-73.57703","45.655743,-73.49394",17.4,18.73,24.38,5.64,30.14,29.1,10.365294117647064
95,13239601,Hamilton,"43.26164,-79.967636","43.249634,-79.84713",11.2,18.52,24.07,5.56,30.01,25.83,7.31818181818182
96,101654290,Winnipeg,"49.89568,-97.126564","49.88307,-97.27934",12.7,18.67,24.18,5.51,29.52,27.24,8.572101449275365
97,101499610,Calgary,"51.05083,-114.05066","50.90947,-114.0795",23.6,19.91,25.39,5.49,27.57,28.63,8.72111111111111
98,101656730,Winnipeg,"49.89988,-97.14201","49.82242,-97.082275",10.9,16.82,22.25,5.44,32.32,27.09,10.272222222222226
99,101509290,Edmonton,"53.537598,-113.49585","53.636032,-113.62837",16.9,21.63,27.05,5.42,25.08,32.08,10.446969696969699
100,303861341,Hamilton,"43.274136,-79.94395","43.253387,-79.783615",24.9,19.23,24.64,5.41,28.14,29.52,10.293484848484848
101,45602611,Toronto,"43.759926,-79.593025","43.60966,-79.63393",27.7,19.36,24.72,5.36,27.67,28.87,9.508627450980391
102,13237871,Edmonton,"53.623207,-113.438515","53.543922,-113.50512",11.8,19.55,24.89,5.34,27.31,27.27,7.711764705882352
103,304084461,Toronto,"43.70827,-79.54569","43.716953,-79.52063",13.2,11.15,16.48,5.33,47.84,21.52,10.367391304347825
104,53803160,Montreal,"45.61493,-73.59282","45.60172,-73.55771",14.1,11.35,16.65,5.3,46.67,23.43,12.083333333333334
105,304161490,Vancouver,"49.279167,-123.04846","49.315884,-123.08863",10.0,13.27,18.55,5.29,39.84,21.35,8.085555555555556
106,201317661,Montreal,"45.647583,-73.58561","45.624775,-73.6862",13.2,15.06,20.3,5.24,34.78,23.39,8.330740740740742
107,303825640,Edmonton,"53.637863,-113.61464","53.511066,-113.631805",19.8,16.8,22.04,5.24,31.2,25.07,8.273508771929826
108,304076311,Toronto,"43.711742,-79.478745","43.727623,-79.40081",11.0,10.92,16.12,5.19,47.55,17.64,6.715
109,201365790,Toronto,"43.868626,-79.4015","43.836685,-79.538826",23.9,20.15,25.34,5.19,25.75,27.07,6.916875000000001
110,201368581,Toronto,"43.72167,-79.66517","43.62184,-79.6765",16.2,12.86,18.04,5.18,40.3,21.81,8.94722222222222
111,303806031,Calgary,"51.142036,-114.05272","50.9949,-113.97856",20.6,18.07,23.24,5.18,28.65,25.75,7.685942028985508
112,304158541,Vancouver,"49.166603,-122.955765","49.177155,-123.08829",16.2,15.13,20.31,5.18,34.26,22.73,7.596458333333333
113,303873871,Hamilton,"43.21837,-79.80147","43.256138,-79.920944",21.7,17.16,22.32,5.16,30.1,24.39,7.234999999999999
114,101531390,Hamilton,"43.250385,-79.84679","43.26539,-79.96489",11.4,19.2,24.33,5.13,26.73,25.96,6.762500000000003
115,303781741,Calgary,"51.034428,-114.113144","50.999653,-114.03658",12.2,12.38,17.46,5.08,40.98,18.72,6.339019607843136
116,201321441,Montreal,"45.45573,-73.750404","45.525284,-73.762764",14.6,13.79,18.87,5.08,36.84,24.92,11.133518518518517
117,303913640,London,"43.042477,-81.24548","42.958363,-81.24617",13.0,17.65,22.69,5.04,28.57,26.07,8.414583333333333
118,101575551,Ottawa,"45.350388,-75.676445","45.42417,-75.691895",13.2,16.69,21.71,5.03,30.14,26.46,9.772916666666667
119,303780491,Calgary,"51.081467,-113.96723","51.000732,-114.12756",24.4,21.9,26.91,5.01,22.86,29.55,7.649999999999999
120,201364180,Toronto,"43.64048,-79.64285","43.73432,-79.62534",14.2,10.91,15.9,4.99,45.75,19.3,8.396515151515153
121,47271610,Winnipeg,"49.93282,-97.22407","49.84155,-97.14854",14.7,21.5,26.47,4.97,23.14,32.84,11.343627450980396
122,303931630,Montreal,"45.682133,-73.88808","45.562794,-73.727745",21.9,20.8,25.75,4.96,23.83,29.29,8.492222222222221
123,13262740,Winnipeg,"49.88772,-97.13","49.814445,-97.21171",11.8,18.42,23.38,4.95,26.87,25.06,6.638333333333335
124,303858391,Hamilton,"43.197098,-79.818634","43.20861,-79.91442",10.2,8.89,13.83,4.94,55.5,15.67,6.772463768115941
125,431054440,Hamilton,"43.22237,-79.9491","43.261284,-79.870766",11.5,13.54,18.48,4.94,36.46,20.67,7.1254385964912235
126,101619440,Toronto,"43.65638,-79.373344","43.706284,-79.33592",11.0,16.0,20.93,4.93,30.82,23.63,7.628627450980392
127,13239890,Hamilton,"43.251884,-79.85194","43.271637,-79.970726",11.4,18.39,23.32,4.93,26.82,25.49,7.096666666666668
128,303815490,Edmonton,"53.63481,-113.46907","53.57472,-113.5319",11.9,15.42,20.33,4.92,31.88,20.86,5.445555555555554
129,101661230,Winnipeg,"49.896564,-97.12897","49.81843,-97.176346",12.7,16.5,21.4,4.9,29.66,22.72,6.218703703703703
130,303784921,Calgary,"51.0929,-114.03384","51.16723,-114.043106",11.7,12.32,17.2,4.88,39.58,20.69,8.371078431372549
131,101542281,London,"43.05176,-81.24445","42.97595,-81.23347",10.2,14.47,19.33,4.86,33.55,21.38,6.9087037037037025
132,13250181,Ottawa,"45.50652,-75.649666","45.422485,-75.69018",17.9,18.05,22.9,4.85,26.86,24.98,6.9284210526315775
133,431125001,Vancouver,"49.28805,-122.9203","49.24825,-122.7817",14.5,17.62,22.47,4.85,27.53,25.86,8.23777777777778
134,201313420,Montreal,"45.644943,-73.83349","45.538994,-73.89906",18.4,16.89,21.73,4.84,28.65,25.16,8.272280701754386
135,304079750,Toronto,"43.87506,-79.455055","43.510395,-79.67993",62.6,40.44,45.25,4.81,11.91,48.0,7.561764705882354
136,201354560,Toronto,"43.719933,-79.55874","43.647186,-79.58346",10.9,11.41,16.22,4.81,42.1,18.15,6.735000000000001
137,101553551,Montreal,"45.45332,-73.65359","45.49786,-73.5808",11.3,15.61,20.4,4.78,30.63,21.11,5.492083333333332
138,304066110,Toronto,"43.734818,-79.53436","43.629795,-79.70259",20.3,17.07,21.85,4.78,27.99,25.18,8.109166666666667
139,201364761,Toronto,"43.719933,-79.654526","43.619606,-79.66551",20.5,17.37,22.13,4.75,27.36,24.5,7.125925925925927
140,13235660,Calgary,"51.041332,-114.0795","51.131046,-114.099754",11.8,15.55,20.29,4.75,30.53,25.73,10.18666666666667
141,304100031,Toronto,"43.758877,-79.63221","43.618114,-79.68302",23.7,16.67,21.4,4.73,28.36,24.29,7.616875
142,304110011,Toronto,"43.504417,-79.67959","43.42393,-79.69298",12.6,13.56,18.28,4.72,34.78,20.64,7.078095238095239
143,303981261,Ottawa,"45.452118,-75.73447","45.44682,-75.60366",16.9,20.94,25.66,4.72,22.55,28.96,8.02137254901961
144,48155221,Toronto,"43.738697,-79.62585","43.67873,-79.51617",16.5,16.4,21.1,4.7,28.67,23.26,6.861754385964911
145,303941890,Montreal,"45.541397,-73.70543","45.75524,-73.59625",34.2,23.77,28.48,4.7,19.78,36.34,12.57
146,201365381,Toronto,"43.589523,-79.683365","43.697845,-79.69298",18.9,15.33,20.02,4.68,30.54,22.02,6.685873015873016
147,303950371,Montreal,"45.554623,-73.57703","45.70803,-73.618225",25.9,23.97,28.61,4.65,19.39,31.33,7.359126984126988
148,304083060,Toronto,"43.889412,-79.28065","43.8248,-79.35858",12.8,13.22,17.86,4.64,35.12,19.47,6.254920634920634
149,304078470,Toronto,"43.53106,-79.678215","43.600216,-79.68096",11.3,13.59,18.23,4.64,34.13,21.72,8.133771929824562
150,201374750,Toronto,"43.73556,-79.683365","43.622337,-79.70843",16.7,10.91,15.53,4.62,42.32,17.5,6.589583333333334
151,304124221,Toronto,"43.77053,-79.7177","43.726135,-79.81074",10.5,15.12,19.74,4.62,30.55,22.21,7.090185185185188
152,303783230,Calgary,"51.15065,-114.24944","51.171104,-114.06542",19.8,16.74,21.35,4.62,27.59,22.97,6.230392156862745
153,101505280,Calgary,"51.05148,-114.07023","50.932625,-114.061646",21.8,20.0,24.58,4.58,22.89,26.83,6.831666666666667
154,13250201,Ottawa,"45.343876,-75.779785","45.415977,-75.703224",12.2,12.87,17.43,4.57,35.48,18.99,6.125624999999999
155,303809420,Calgary,"51.00095,-114.03727","50.96745,-114.13409",11.3,13.03,17.6,4.57,35.08,22.93,9.904444444444444
156,101590171,Quebec,"46.82584,-71.29633","46.80869,-71.21634",10.1,11.36,15.92,4.56,40.17,18.76,7.39625
157,303811920,Edmonton,"53.543922,-113.4186","53.405792,-113.52366",33.0,23.59,28.15,4.56,19.33,31.25,7.66078431372549
158,303917600,Montreal,"45.442963,-73.67659","45.625977,-73.68174",32.5,24.8,29.33,4.53,18.25,31.86,7.056578947368422
159,304075270,Toronto,"43.67302,-79.555305","43.505913,-79.66105",25.2,18.08,22.61,4.53,25.08,27.33,9.247999999999998
160,13239980,Hamilton,"43.249886,-79.84919","43.260136,-79.97141",12.2,19.92,24.44,4.52,22.71,25.49,5.573333333333331
161,201387880,Vancouver,"49.248695,-122.941345","49.313423,-122.969154",19.3,18.58,23.09,4.51,24.3,25.34,6.760833333333334
162,303869730,Hamilton,"43.20736,-79.83923","43.257385,-79.90206",14.8,10.42,14.92,4.5,43.16,20.05,9.626515151515152
163,13235831,Calgary,"51.133633,-114.08877","51.046516,-114.055466",15.5,13.98,18.47,4.49,32.16,21.15,7.174242424242424
164,201367091,Toronto,"43.751934,-79.76336","43.605934,-79.77915",24.0,18.81,23.28,4.48,23.8,25.91,7.103124999999999
165,201317790,Montreal,"45.46897,-73.54029","45.490158,-73.51145",12.7,11.08,15.55,4.47,40.35,17.48,6.398939393939395
166,13252630,Quebec,"46.82044,-71.209816","46.88524,-71.29874",14.5,15.16,19.62,4.46,29.39,23.05,7.890000000000002
167,303791440,Calgary,"51.143974,-114.09907","51.05666,-114.13409",13.4,16.05,20.46,4.42,27.53,21.94,5.8920370370370385
168,303946611,Montreal,"45.440556,-73.73564","45.46897,-73.83658",10.9,15.59,20.01,4.41,28.29,23.49,7.891929824561405
169,45611341,Vancouver,"49.277794,-122.91183","49.19757,-122.78136",22.2,20.07,24.48,4.41,21.97,27.78,7.709803921568625
170,201357990,Toronto,"43.849564,-79.5735","43.891888,-79.42313",19.0,23.62,28.0,4.39,18.57,29.91,6.289999999999999
171,431090470,Ottawa,"45.350872,-75.65756","45.29739,-75.89711",27.2,25.73,30.11,4.38,17.03,30.54,4.812222222222221
172,53771841,Calgary,"51.076973,-114.12842","50.91358,-113.96689",27.6,22.78,27.16,4.38,19.21,30.18,7.392543859649127
173,304079910,Toronto,"43.419445,-79.7304","43.4957,-79.68817",14.9,11.68,16.05,4.37,37.4,17.89,6.21037037037037
174,201367121,Toronto,"43.568134,-79.688515","43.702065,-79.70019",21.9,19.11,23.48,4.37,22.87,27.18,8.078125
175,201366001,Toronto,"43.467056,-79.65281","43.575348,-79.73761",21.8,20.21,24.58,4.37,21.62,27.07,6.862222222222222
176,304003380,Ottawa,"45.373547,-75.61259","45.33591,-75.72279",10.9,15.27,19.63,4.36,28.53,22.52,7.249736842105261
177,303804660,Calgary,"51.171104,-114.11864","51.12243,-114.04551",12.4,13.46,17.81,4.36,32.38,19.62,6.16
178,201312130,Montreal,"45.48799,-73.7353","45.542118,-73.731865",13.1,15.45,19.8,4.34,28.11,23.33,7.876666666666667
179,48154641,Toronto,"43.395145,-79.71408","43.495205,-79.70156",17.2,15.68,20.02,4.34,27.64,21.85,6.161666666666669
180,53850391,Windsor,"42.313602,-83.12544","42.2907,-83.06544",10.3,13.24,17.58,4.34,32.73,18.96,5.7183333333333355
181,201367270,Toronto,"43.845848,-79.43926","43.837925,-79.28683",15.6,14.77,19.1,4.33,29.34,20.52,5.753541666666667
182,304066240,Toronto,"43.787136,-79.46261","43.735313,-79.62843",19.3,15.48,19.8,4.32,27.94,20.85,5.374074074074075
183,13241200,Hamilton,"43.251884,-79.84885","43.251385,-79.972786",11.4,20.35,24.66,4.31,21.2,26.92,6.573333333333334
184,201377540,Vancouver,"49.158745,-122.77724","49.287678,-122.755264",20.9,23.59,27.9,4.31,18.26,32.36,8.765333333333338
185,303991291,Ottawa,"45.43646,-75.68297","45.389946,-75.60812",13.8,14.81,19.09,4.29,28.96,21.1,6.294117647058826
186,13249010,Ottawa,"45.418148,-75.690865","45.32843,-75.71284",12.7,18.38,22.66,4.28,23.3,24.27,5.888596491228068
187,304076420,Toronto,"43.361813,-79.793915","43.47752,-79.64045",21.1,15.45,19.72,4.27,27.65,22.27,6.814166666666665
188,201372461,Toronto,"43.78243,-79.51548","43.810432,-79.39806",16.1,12.8,17.06,4.26,33.31,19.25,6.449999999999999
189,13251030,Quebec,"46.807278,-71.21428","46.849327,-71.33032",12.9,18.38,22.61,4.23,23.04,23.95,5.571111111111112
190,201355680,Toronto,"43.64048,-79.62431","43.731594,-79.597534",17.2,16.16,20.38,4.22,26.13,22.58,6.419166666666669
191,101584341,Ottawa,"45.483177,-75.67576","45.41887,-75.68537",12.2,18.35,22.55,4.21,22.93,24.4,6.053921568627452
192,47267450,Vancouver,"49.19084,-122.77209","49.176968,-122.75946",19.0,15.19,19.39,4.2,27.63,20.94,5.74840579710145
193,304039411,Saskatoon,"52.179768,-106.645874","52.134274,-106.74681",10.6,12.39,16.58,4.19,33.86,18.11,5.724444444444444
194,431033921,Calgary,"50.99675,-114.064095","51.061623,-113.99161",14.0,12.58,16.77,4.18,33.25,19.84,7.259074074074075
195,431113650,Toronto,"43.953213,-79.46398","43.784527,-79.54192",26.2,23.26,27.43,4.18,17.96,28.53,5.27708333333333
196,13251751,Quebec,"46.82255,-71.34886","46.81151,-71.21977",12.6,14.02,18.2,4.18,29.82,23.13,9.110000000000001
197,48155710,Toronto,"43.70554,-79.66105","43.72259,-79.57275",10.9,17.29,21.46,4.17,24.14,23.47,6.1796296296296305
198,303929310,Montreal,"45.51831,-73.67419","45.562553,-73.758644",14.0,14.38,18.54,4.16,28.94,22.55,8.171969696969695
199,303794311,Calgary,"51.06831,-113.98474","50.929596,-114.043106",21.4,16.32,20.48,4.16,25.5,24.54,8.223333333333333
200,101577910,Ottawa,"45.426582,-75.694984","45.337116,-75.710434",15.5,20.18,24.33,4.14,20.53,25.0,4.814313725490194
201,303986031,Ottawa,"45.509407,-75.64692","45.409714,-75.69979",18.0,18.39,22.53,4.14,22.49,24.15,5.753148148148146
202,431078300,Montreal,"45.52841,-73.77306","45.50417,-73.816895",13.5,13.85,17.98,4.13,29.8,19.52,5.662037037037036
203,304116751,Toronto,"43.780445,-79.57247","43.74821,-79.482864",12.7,13.84,17.97,4.13,29.86,20.32,6.480526315789474
204,304072300,Toronto,"43.881493,-79.45471","43.785156,-79.52681",23.0,18.51,22.63,4.13,22.3,25.12,6.618518518518517
205,47255580,Montreal,"45.731762,-73.66904","45.619045,-73.7965",20.2,17.38,21.5,4.12,23.69,25.04,7.658333333333331
206,14169840,Montreal,"45.519753,-73.59316","45.581062,-73.7662",17.7,20.89,25.01,4.11,19.7,26.52,5.625833333333333
207,303831230,Edmonton,"53.641323,-113.622536","53.51127,-113.59095",22.1,18.95,23.05,4.1,21.63,26.6,7.645555555555557
208,201304911,Montreal,"45.540195,-73.924126","45.650223,-73.85409",17.2,15.23,19.33,4.1,26.9,23.06,7.825000000000001
209,304068141,Toronto,"43.407223,-79.69229","43.391506,-79.818634",16.1,17.03,21.12,4.09,23.99,21.65,4.616666666666667
210,201357111,Toronto,"43.72018,-79.77778","43.579327,-79.7819",22.7,18.19,22.27,4.08,22.4,25.43,7.241666666666667
